"Country","Year","Ny","No","n","p","p1","dep","K","L","Y","theta","tau","u","k"
"France",2023,NA,NA,1.11208219156829,0.632465533552464,0.715369676592955,0.568721932918052,NA,NA,NA,NA,NA,NA,NA
"France",2024,NA,NA,1.10679788656048,0.640443177044172,0.719218336153207,0.578645102977591,NA,NA,NA,NA,NA,NA,NA
"France",2025,NA,NA,1.09910927664595,0.646957313904233,0.723934687755098,0.588619646518217,NA,NA,NA,NA,NA,NA,NA
"France",2026,NA,NA,1.09288373628765,0.652969553804086,0.726917377064412,0.597473941758999,NA,NA,NA,NA,NA,NA,NA
"France",2027,NA,NA,1.08415989815192,0.656981933537086,0.730005442159078,0.605982507429937,NA,NA,NA,NA,NA,NA,NA
"France",2028,NA,NA,1.07399909050307,0.659808320991144,0.733402848477604,0.614347187838012,NA,NA,NA,NA,NA,NA,NA
"France",2029,NA,NA,1.0638669685671,0.662751729581994,0.737461556505422,0.622964852903213,NA,NA,NA,NA,NA,NA,NA
"France",2030,NA,NA,1.05432654228493,0.666510958052407,0.742598301973306,0.632167484475873,NA,NA,NA,NA,NA,NA,NA
"France",2031,NA,NA,1.04595975465762,0.669647521257316,0.74569540558945,0.640223027965844,NA,NA,NA,NA,NA,NA,NA
"France",2032,NA,NA,1.03806245910437,0.67323691284999,0.749095718684752,0.648551449814349,NA,NA,NA,NA,NA,NA,NA
"France",2033,NA,NA,1.03077272618287,0.677052686603651,0.7530151394391,0.656839931253221,NA,NA,NA,NA,NA,NA,NA
"France",2034,NA,NA,1.02421544489482,0.680624114322335,0.757418786536249,0.664532172127348,NA,NA,NA,NA,NA,NA,NA
"France",2035,NA,NA,1.01846067613161,0.683757733678898,0.762263334742384,0.671363902115488,NA,NA,NA,NA,NA,NA,NA
"France",2036,NA,NA,1.01400807404415,0.684336373340965,0.764107017762843,0.674882568352378,NA,NA,NA,NA,NA,NA,NA
"France",2037,NA,NA,1.01088828923603,0.684572022934421,0.765688569098271,0.677198489906124,NA,NA,NA,NA,NA,NA,NA
"France",2038,NA,NA,1.00799965445993,0.684511963571638,0.767409849906379,0.679079561727023,NA,NA,NA,NA,NA,NA,NA
"France",2039,NA,NA,1.00391257985447,0.684119195751951,0.769897335465717,0.681452956642023,NA,NA,NA,NA,NA,NA,NA
"France",2040,NA,NA,0.997947510495219,0.683436019881079,0.773731138264388,0.684841650180511,NA,NA,NA,NA,NA,NA,NA
"France",2041,NA,NA,0.991994909120178,0.681629704488118,0.775450906466766,0.687130244541951,NA,NA,NA,NA,NA,NA,NA
"France",2042,NA,NA,0.984275436133016,0.679069776692674,0.777609534668305,0.689918443317633,NA,NA,NA,NA,NA,NA,NA
"France",2043,NA,NA,0.976194237769695,0.676353641572701,0.78033158003055,0.692847402088709,NA,NA,NA,NA,NA,NA,NA
"France",2044,NA,NA,0.969590921805637,0.6745600980412,0.78376543759468,0.69571618594055,NA,NA,NA,NA,NA,NA,NA
"France",2045,NA,NA,0.965292544906408,0.674563066392289,0.788229787341787,0.698817234165724,NA,NA,NA,NA,NA,NA,NA
"France",2046,NA,NA,0.964146821427289,0.674912193685116,0.789812662825919,0.700009768933325,NA,NA,NA,NA,NA,NA,NA
"France",2047,NA,NA,0.965229966943435,0.676389012430236,0.791470271164753,0.700754261258731,NA,NA,NA,NA,NA,NA,NA
"France",2048,NA,NA,0.967804832494658,0.678910973170859,0.793620669175183,0.701495746224853,NA,NA,NA,NA,NA,NA,NA
"France",2049,NA,NA,0.97080092009544,0.681987947540007,0.796576937395296,0.702500310231433,NA,NA,NA,NA,NA,NA,NA
"France",2050,NA,NA,0.973602389188466,0.685327857682168,0.800578416558011,0.703909383638031,NA,NA,NA,NA,NA,NA,NA
"France",2051,NA,NA,0.977318343155892,0.686896630990891,0.801335656244258,0.702838165067904,NA,NA,NA,NA,NA,NA,NA
"France",2052,NA,NA,0.981385804447567,0.688419294588848,0.80219585189675,0.701476719419604,NA,NA,NA,NA,NA,NA,NA
"France",2053,NA,NA,0.985661497514675,0.690239508768519,0.80350500414996,0.700280482203011,NA,NA,NA,NA,NA,NA,NA
"France",2054,NA,NA,0.989845684374739,0.692732973877607,0.805730657156539,0.699839363663225,NA,NA,NA,NA,NA,NA,NA
"France",2055,NA,NA,0.993543707791807,0.696128679980284,0.80937733275146,0.700652295939209,NA,NA,NA,NA,NA,NA,NA
"France",2056,NA,NA,0.996987914486814,0.697666371796074,0.810068951338215,0.699774151379947,NA,NA,NA,NA,NA,NA,NA
"France",2057,NA,NA,0.999884370015582,0.699353645544709,0.811083432085222,0.69943452114749,NA,NA,NA,NA,NA,NA,NA
"France",2058,NA,NA,1.00211187615709,0.701309408613637,0.812775973849081,0.699831451257746,NA,NA,NA,NA,NA,NA,NA
"France",2059,NA,NA,1.00374713121588,0.703823149063357,0.815548757499802,0.701195676854176,NA,NA,NA,NA,NA,NA,NA
"France",2060,NA,NA,1.00492259323647,0.707316362457828,0.819853976974278,0.703851587394246,NA,NA,NA,NA,NA,NA,NA
"France",2061,NA,NA,1.00700921712791,0.709652205800667,NA,0.704712721324105,NA,NA,NA,NA,NA,NA,NA
"France",2062,NA,NA,1.00878773560727,0.712242924049154,NA,0.706038444867097,NA,NA,NA,NA,NA,NA,NA
"France",2063,NA,NA,1.01019025452549,0.715369676592955,NA,0.708153413070667,NA,NA,NA,NA,NA,NA,NA
"France",2064,NA,NA,1.01106457369007,0.719218336153207,NA,0.711347578452167,NA,NA,NA,NA,NA,NA,NA
"France",2065,NA,NA,1.01125127714068,0.723934687755098,NA,0.715880122101826,NA,NA,NA,NA,NA,NA,NA
